성서번호	성서	장	절	문장
10	사무엘하	6	8	"다윗은 야훼께서 우짜를 치신 일이 몹시 마음에 걸렸다. 그래서 그 곳을 베레스우짜라 불렀는데, 그 이름이 지금까지 남아 있다."
10	사무엘하	6	9	"다윗은 그 날, 야훼가 너무 두려워, ""이래서야 어찌 야훼의 궤를 모실 것인가!"" 하였다."
10	사무엘하	6	10	그래서 다윗은 야훼의 궤를 자기 도성으로 맞아들이려 하지 않고 갓 사람 오베데돔의 집으로 옮겨 모셨다.
10	사무엘하	6	11	"야훼의 궤를 오베데돔의 집에 모셔둔 석 달 동안, 야훼께서는 오베데돔과 그 집안 식구에게 복을 내려주셨다."
10	사무엘하	6	12	오베데돔의 집에 하느님의 궤를 모셔두었기 때문에 야훼께서 그 집 식구들과 모든 재산에 복을 내려주신다는 소식을 듣고 다윗 왕은 너무나도 기뻐 하느님의 궤를 오베데돔의 집에서 자기 도성으로 모시고 올라왔다.
10	사무엘하	6	13	야훼의 궤를 멘 사람들이 여섯 걸음을 옮긴 다음 다윗은 살진 황소를 잡아 바쳤다.
10	사무엘하	6	14	그리고 다윗은 모시 에봇을 입고 야훼 앞에서 덩실거리며 춤을 추었다.
10	사무엘하	6	15	다윗은 온 이스라엘 백성들과 함께 나팔을 불고 함성을 지르며 야훼의 궤를 모시고 올라왔다.
10	사무엘하	6	16	야훼의 궤가 다윗의 도성에 들어올 때 다윗 왕이 야훼 앞에서 덩실 덩실 춤추는 것을 사울의 딸 미갈이 창으로 내려다보고는 속으로 비웃었다.
10	사무엘하	6	17	다윗은 미리 성막을 쳐서 마련해 놓은 자리에 야훼의 궤를 모셔놓고 야훼께 번제와 친교제를 드렸다.
10	사무엘하	6	18	이렇게 번제와 친교제를 드린 다음 다윗은 만군의 야훼의 이름으로 백성들에게 복을 빌어주었다.
10	사무엘하	6	19	"그리고 모여든 온 이스라엘 백성들에게 남녀를 가리지 않고 떡 한 개, 마른 대추야자 한 뭉치, 건포도떡 한 개씩을 나누어주었다. 백성들은 모두 이것을 받아가지고 자기 집으로 돌아갔다."
10	사무엘하	6	20	"다윗이 자기 식구들에게 복을 빌어주려고 돌아오자 사울의 딸 미갈이 나가 다윗을 맞으며 말하였다. ""오늘 이스라엘의 임금으로서 체통이 참 볼만하더군요. 건달처럼 신하들의 여편네들 보는 앞에서 몸을 온통 드러내시다니."""
10	사무엘하	6	21	"다윗이 미갈에게 대답하였다. ""야훼께서는 그대 아버지와 그대 집안을 다 제쳐놓으시고 나를 택하여 당신의 백성 이스라엘의 왕으로 세워주셨소. 나는 그 야훼 앞에서 춤을 추었소. 나는 앞으로도 야훼 앞에서 춤출 것이며"
10	사무엘하	6	22	"이번보다도 더 경망히 굴 것이오. 그대는 천하게 보겠지만 지금 말한 그 여편네들은 나를 더욱 우러를 것이오."""
10	사무엘하	6	23	그 뒤 사울의 딸 미갈은 죽는 날까지 자식을 낳지 못했다.
10	사무엘하	7	1	야훼께서 사면의 원수를 다 물리쳐주셨으므로 다윗 왕은 궁에서 마음놓고 살게 되었다.
10	사무엘하	7	2	"그렇게 되자 왕은 예언자 나단에게 말하였다. ""내 말을 들으시오. 나는 이렇게 송백으로 지은 궁에서 사는데, 하느님의 궤는 아직도 휘장 안에 모셔둔 채 그대로 있소."""
10	사무엘하	7	3	"나단이 왕에게 아뢰었다. ""야훼께서 함께 계시니 무엇이든지 뜻대로 하십시오."""
10	사무엘하	7	4	"그 날 밤, 야훼의 말씀이 나단에게 내렸다."
10	사무엘하	7	5	너는 나의 종 다윗에게 가서 나 야훼의 말이라 하고 이렇게 일러라. '내가 살 집을 네가 짓겠다는 말이냐?
10	사무엘하	7	6	"나는 이스라엘 자손을 이집트에서 이끌어내던 때부터 지금까지 천막을 치고 옮겨 다녔고, 집 안에서 살아본 적이 없다."
10	사무엘하	7	7	"내가 이스라엘 백성들과 함께 여기 저기 옮겨 다니는 동안, 내 백성 이스라엘을 맡겨 보살피게 한 어느 영웅에게 어찌하여 나의 집을 송백으로 지어주지 않느냐고 말한 적이 있었더냐?'"
10	사무엘하	7	8	너는 이제 나의 종 다윗에게 만군의 야훼의 말이라 하며 이렇게 일러주어라. '나는 양떼를 따라다니던 너를 목장에서 데려내다가 내 백성 이스라엘의 영도자로 삼았다.
10	사무엘하	7	9	그리고 나는 네가 어디를 가든지 너와 함께 있으면서 모든 원수들을 네 앞에서 쳐 없애버렸다. 세상에서 이름난 어떤 위인 못지않게 네 이름을 떨치게 해주리라.
10	사무엘하	7	10	또 나는 내 백성 이스라엘이 머무를 곳을 정해 주어 그 곳에 뿌리를 박고 전처럼 악한들에게 억압당하는 일이 없이 안심하고 살게 하리라.
10	사무엘하	7	11	지난날 내가 위정자들을 시켜 내 백성 이스라엘을 다스리게 하던 때와는 달리 너희를 모든 원수에게서 구해 내어 평안하게 하리라. 나 야훼가 한 왕조를 일으켜 너희를 위대하게 만들어주리라.
10	사무엘하	7	12	"네가 살 만큼 다 살고 조상들 옆에 누워 잠든 다음, 네 몸에서 난 자식 하나를 후계자로 삼을 터이니 그가 국권을 튼튼히 하고"
10	사무엘하	7	13	"나에게 집을 지어 바쳐 나의 이름을 빛낼 것이며, 나는 그의 나라를 영원히 든든하게 다지리라."
10	사무엘하	7	14	내가 친히 그의 아비가 되고 그는 내 아들이 되리라. 만일 그가 죄를 지으면 나는 사람이 제 자식을 매와 채찍으로 징계하듯 치리라.
10	사무엘하	7	15	그러나 내가 일찍이 사울에게서 내 사랑을 거두었지만 그에게서도 그처럼 내 사랑을 거두지는 않으리라.
10	사무엘하	7	16	"네 왕조, 네 나라는 내 앞에서 길이 뻗어나갈 것이며 네 왕위는 영원히 흔들리지 아니하리라.'"""
10	사무엘하	7	17	나단은 계시받은 대로 이 모든 말씀을 다윗에게 전하였다.
10	사무엘하	7	18	"이 말을 듣고 다윗 왕은 야훼 앞에 나아가 꿇어 앉아 아뢰었다. ""야훼 나의 주님, 제가 무엇이며 제 집안이 무엇이기에 저를 이런 자리에까지 끌어올려 주셨습니까?"
10	사무엘하	7	19	"야훼 나의 주님, 이것만도 분에 넘치는 일인데 훗날에 이 종의 집안에 있을 일까지 말씀해 주시고 알려주시니,"
10	사무엘하	7	20	고마운 마음 이루 다 헤아릴 수 없습니다. 야훼 나의 주님께서는 종 다윗의 심정을 너무나 잘 알고 계십니다.
10	사무엘하	7	21	개만도 못한 이 종을 돌보시어 이처럼 크신 일을 하심으로써 소인을 알려지도록 하셨습니다.
10	사무엘하	7	22	"야훼 나의 주님은 진정 위대하십니다. 우리는 일찍이 하느님과 같은 분이 또 있다는 말을 들어본 적이 없고, 다른 신이 있다는 말을 들어본 적도 없습니다."
10	사무엘하	7	23	"세상에 고생하는 민족을 찾아가서 손수 건져내어 자기 백성으로 삼고 유명하게 만들어준 신이 또 어디 있습니까? 그런데 당신께서는 두렵고 놀라운 일을 하셔서 하느님의 백성을 이집트에서 건져내시고, 여러 민족을 그들이 섬기던 신과 함께 몰아내셨습니다. 하느님의 백성 이스라엘 같은 민족이 천하에 어디 있겠습니까?"
10	사무엘하	7	24	하느님께서는 이 백성 이스라엘을 영원히 움직일 수 없는 하느님의 백성으로 삼으셨습니다. 그리고 야훼께서는 그들의 하느님이 되어주셨습니다.
10	사무엘하	7	25	"야훼 하느님, 이제 이 종과 종의 왕실을 두고 하신 말씀을 길이 변치 마시고 이루어주십시오."
10	사무엘하	7	26	그러면 사람들이 하느님의 이름을 드높여 만군의 야훼는 이스라엘의 하느님이라 할 것입니다.
10	사무엘하	7	27	"만군의 야훼 이스라엘의 하느님, 하느님께서 친히 이 종의 왕실을 세워주시겠다고 밝히셨기에, 이 종은 감히 이렇게 기도를 드립니다."
10	사무엘하	7	28	"야훼 나의 주님, 주님이야말로 참 하느님이시며, 하시는 말씀에 거짓이 없으십니다. 하느님께서 이 종에게 이토록 좋은 말씀을 내려주셨으니,"
10	사무엘하	7	29	"부디 종의 왕실에 복을 내려주시어 하느님 앞에 영원히 서게 해주십시오. 야훼 나의 주님, 주님의 말씀대로 이 종의 왕실은 복을 길이 받아 누리겠습니다."""
10	사무엘하	8	1	"그 뒤 다윗은 불레셋을 쳐서 굴복시키고, 메덱암마를 불레셋 사람들에게서 빼앗았다."
10	사무엘하	8	2	"또 다윗은 모압을 쳐서 이기고 그 사람들을 땅에 엎드리게 한 다음 줄로 재어 두 줄 길이 안에 든 사람들은 죽이고, 한 줄 길이 안에 든 사람들은 살려두게 하였다. 이리하여 모압은 다윗에게 조공을 바치는 속국이 되었다."
10	사무엘하	8	3	"또 다윗은 르홉의 아들, 소바 왕 하다데젤이 세력을 되찾으려고 유프라테스 강으로 가는 것을 쳐서"
10	사무엘하	8	4	"기병 천칠백과 보병 이만을 사로잡고, 병거도 백 대만 남기고 나머지는 못쓰게 만들었다."
10	사무엘하	8	5	다마스쿠스의 아람인들이 소바 왕 하다데젤을 도우러 왔으나 다윗은 그 아람인들을 이만 이천 명이나 죽이고
10	사무엘하	8	6	다마스쿠스에 주둔군을 두어 아람인들을 다스리게 하였다. 그리하여 아람인들도 다윗에게 조공을 바치는 속국민이 되었다. 이렇게 야훼께서는 다윗이 어디를 가든지 그에게 승리를 안겨주셨다.
10	사무엘하	8	7	다윗은 하다데젤의 부하들이 몸에 걸고 다니던 금 장신구를 거두어 예루살렘으로 가져왔다.
10	사무엘하	8	8	다윗은 또한 하다데젤이 차지하고 있던 베타와 베로대에서 놋쇠도 많이 빼앗아왔다.
10	사무엘하	8	9	하맛 왕 도이는 다윗이 하다데젤의 전군을 무찔렀다는 소식을 듣고
10	사무엘하	8	10	아들 하도람을 다윗 왕에게 보내어 문안하고 하다데젤을 쳐서 이긴 것을 축하하게 하였다. 도이는 하다데젤과 적대 관계에 있었던 것이다. 하도람은 금과 은과 놋으로 만든 기물들을 가지고 왔다.
10	사무엘하	8	11	다윗 왕은 이것을 다른 나라들을 정복하고 가져온 금은과 함께 야훼께 성별하여 바쳤다.
10	사무엘하	8	12	아람과 모압과 암몬 백성들과 불레셋과 아말렉에서 가져온 전리품에다 소바 왕 하다데젤한테서 가져온 전리품도 바쳤던 것이다.
10	사무엘하	8	13	"다윗은 돌아오는 길에 소금 골짜기에 사는 에돔 사람 만 팔천 명을 쳐죽여 이름을 떨치고,"
10	사무엘하	8	14	에돔에도 주둔군을 두었다. 그래서 온 에돔이 다윗의 속국이 되었다. 다윗이 어디를 가든지 야훼께서는 그에게 승리를 안겨주셨다.
10	사무엘하	8	15	다윗은 온 이스라엘의 왕으로서 백성을 공평 무사하게 다스렸다.
10	사무엘하	8	16	"군 총사령관에는 스루야의 아들 요압, 공보대신에는 아힐룻의 아들 여호사밧,"
10	사무엘하	8	17	"사제 일은 아히툽의 아들 사독과 아히멜렉의 아들 에비아달, 비서 일은 스라야,"
10	사무엘하	8	18	그렛 외인부대와 벨렛 외인부대의 지휘관에는 여호야다의 아들 브나야. 다윗의 아들들도 사제 일을 보았다.
10	사무엘하	9	1	다윗은 요나단을 생각해서 그 은혜를 갚고 싶은데 사울의 집안에 살아 남은 자가 하나도 없느냐고 물었다.
10	사무엘하	9	2	"마침 사울 가문을 섬겨오던 종이 하나 있었는데 이름은 시바였다. 사람들이 그를 불러 다윗에게 데리고 오자 왕은 ""네가 시바냐?""하고 물었다. ""그러하옵니다."" 하고 그가 대답하자"
10	사무엘하	9	3	"왕은 다시 물었다. ""내가 하느님께 맹세한 대로 은혜를 갚아야 할 텐데, 사울의 집안에 아무도 남은 자가 없느냐?"" 시바가 대답하였다. ""다리를 저는 요나단의 아들 하나가 남아 있습니다."""
10	사무엘하	9	4	왕은 그가 어디 있느냐고 물었다. 시바는 그가 로드발에 있는 암미엘의 아들 마길의 집에 있다고 대답하였다.
10	사무엘하	9	5	다윗은 사람을 로드발로 보내어 암미엘의 아들 마길의 집에서 그를 데려왔다.
10	사무엘하	9	6	"이리하여 사울의 손자이자 요나단의 아들인 므비보셋이 다윗 앞에 나오게 되었다. 그가 엎드려 절을 하자 다윗이 ""그대가 므비보셋이오?"" 하고 물었다. ""예, 그러하옵니다."" 하고 그가 대답하였다."
10	사무엘하	9	7	"다윗이 말하였다. ""두려워하지 마시오. 나는 그대의 선친 요나단에게 입은 은혜를 이제 그대에게 갚고자 하오. 그대의 조부인 사울이 부치던 밭을 모두 그대에게 돌려주겠소. 그리고 그대는 늘 나와 한 식탁에서 음식을 들도록 하오."""
10	사무엘하	9	8	"므비보셋이 엎드려 절하며 말하였다. ""이 죽은 개만도 못한 소인이 무엇이기에 이렇듯이 살펴주십니까?"""
10	사무엘하	9	9	"왕은 사울의 시종 시바를 불러서 일렀다. ""네 상전 사울의 유산과 그 집안 재산을 다 그의 유족인 이분에게 돌려주었다."
10	사무엘하	9	10	"그러니 너는 네 아들들과 종들을 거느리고 그 밭을 갈고 거두어들여 네 상전의 유족을 부양하도록 하여라. 네 상전의 유족 므비보셋은 늘 나와 한 식탁에서 음식을 들 것이다."" 시바는 아들 열다섯에 종이 스물이나 있었다."
10	사무엘하	9	11	시바는 무엇이든지 왕께서 분부하신 대로 다 하겠다고 아뢰었다. 므비보셋은 왕자들 사이에 끼여 다윗 왕과 한 식탁에서 음식을 먹었다.
10	사무엘하	9	12	므비보셋에게는 미가라는 막내 아들이 있었다. 시바의 집에서 사는 자는 다 므비보셋의 종이 되었다.
10	사무엘하	9	13	므비보셋은 늘 왕과 한 식탁에서 먹으며 예루살렘에서 살았다. 그는 두 다리를 다 절었다.
10	사무엘하	10	1	그 뒤 암몬 왕이 죽고 그 아들 하눈이 왕위에 올랐다.
10	사무엘하	10	2	"이 말을 듣고 다윗은, ""하눈의 아버지 나하스가 지난날 나에게 한결같이 잘해 주었으니 나도 그의 아들 하눈에게 은혜를 갚아주리라."" 하면서 조문 사절단을 보냈다. 그런데 다윗의 사절단이 암몬 땅에 이르자,"
10	사무엘하	10	3	"암몬의 지휘관들이 상전인 하눈에게 이렇게 말하였다. ""다윗이 선왕께 경의를 표하려고 조객을 보낸 것이 아닙니다. 다윗은 틀림없이 이 성을 함락시킬 속셈으로 염탐해 오라고 이 사절단을 보냈습니다."""
